Distance_km,Transport_Mode,Weather,Traffic_Level,Fuel_Price,Carrier_Rating,Warehouse_Time_hr,Delivery_Delay_hr
2554,Rail,Clear,Medium,72.45944951160111,2.1,3,21.67
2822,Truck,Clear,Low,92.05717996845382,1.7,26,42.7
1299,Ship,Clear,Low,92.60467611951921,2.9,36,29.4
1031,Ship,Rainy,Medium,85.03159642908378,2.9,21,2.42
1204,Ship,Storm,High,98.56757828534727,3.1,13,30.33
637,Rail,Rainy,High,77.49885120757723,4.8,11,8.3
525,Truck,Fog,High,109.19561902936168,3.4,8,12.43
1871,Air,Rainy,Medium,86.62238591238192,3.4,46,33.94
1035,Air,Clear,Medium,99.56712948993209,1.5,46,29.92
2253,Air,Rainy,High,105.78196180334797,5.0,14,23.21
1291,Truck,Clear,Low,114.45210588450806,4.1,33,24.88
239,Air,Rainy,High,111.78937182261001,4.5,2,10.67
1490,Rail,Clear,Medium,100.41545140517798,2.7,1,5.76
1030,Truck,Fog,Low,89.41965901919434,3.0,11,2.81
1748,Ship,Clear,Low,95.1602335037482,3.1,6,14.38
1765,Rail,Rainy,Medium,108.43673966894013,1.8,32,29.91
2643,Ship,Fog,Low,113.87727712797366,3.8,15,32.18
90,Air,Rainy,High,75.18909640883359,4.6,12,-0.45
2404,Rail,Fog,Medium,89.24281312465267,1.7,37,36.45
992,Truck,Storm,Medium,108.80582992067502,1.3,29,21.08
387,Rail,Storm,Medium,91.58258812969805,4.0,44,34.74
1387,Ship,Storm,Medium,86.61138820331419,2.1,22,31.92
1148,Truck,Rainy,Low,90.56613484116349,3.5,46,25.16
2376,Rail,Rainy,Medium,100.14223733931755,3.8,14,16.55
945,Rail,Fog,Medium,119.99025720669007,2.3,19,8.2
2370,Rail,Fog,Low,94.6496214552266,4.3,5,19.67
2934,Rail,Fog,Medium,80.42472374771303,3.2,35,34.9
2717,Truck,Fog,Low,78.14232876395474,4.5,25,31.19
1724,Ship,Clear,Low,72.11748737382071,4.1,38,38.25
2959,Rail,Storm,Medium,97.94086174591607,4.5,9,33.35
980,Truck,Clear,High,97.2286045744417,1.1,7,14.29
338,Ship,Clear,Medium,80.26169633901546,2.0,18,10.29
773,Rail,Clear,High,104.76647032262835,1.4,2,7.8
2990,Ship,Clear,Low,107.05535208148405,2.8,10,37.9
2369,Ship,Storm,High,82.95491026910557,4.6,44,61.51
2003,Truck,Clear,Medium,87.20498820148683,2.9,2,14.41
1139,Ship,Fog,Medium,119.52358361736283,4.4,45,20.6
532,Truck,Rainy,High,88.7132233925367,2.3,8,10.59
985,Rail,Fog,Medium,108.0400835878051,2.4,7,7.07
2345,Ship,Rainy,High,92.636271331497,4.6,35,41.67
205,Ship,Fog,Low,109.6672413930488,2.7,23,13.35
1120,Air,Fog,High,108.45116193913239,4.2,8,9.62
2008,Rail,Rainy,High,103.38780125992679,1.9,21,39.83
2551,Rail,Storm,High,112.73891731477896,4.8,33,53.5
2298,Air,Clear,High,116.96092474388425,3.3,47,45.34
1733,Air,Fog,Low,98.99916602260419,4.0,1,4.4
173,Truck,Storm,Low,81.87344536113729,1.4,12,15.51
2098,Truck,Clear,Low,89.93144808220376,3.0,11,15.18
1017,Ship,Storm,High,107.91528567566466,4.6,30,39.09
904,Ship,Storm,Low,102.54417425619349,4.5,4,6.42
689,Ship,Clear,Medium,78.88991692826244,1.2,34,24.23
2288,Ship,Fog,Low,72.56197705732123,2.2,23,29.58
1652,Truck,Storm,High,104.14807967710324,2.8,32,42.12
2613,Rail,Fog,Medium,82.55395120146727,1.7,3,23.72
491,Ship,Fog,High,94.98351218645267,3.9,28,24.51
1994,Rail,Fog,Medium,107.33733862562971,1.7,4,12.58
1888,Ship,Clear,High,98.13333903281665,2.4,12,26.02
1879,Air,Rainy,High,74.16512915558982,3.7,24,27.63
2240,Ship,Fog,Medium,79.27901183917777,2.9,33,32.91
582,Ship,Rainy,Low,80.96640920154596,4.0,3,-4.1
2324,Ship,Rainy,Medium,82.89321268224225,4.8,4,6.8
1386,Truck,Storm,Medium,98.27016959752521,1.5,30,30.58
998,Air,Fog,Medium,95.19828899126968,3.8,6,13.57
2069,Ship,Fog,Medium,80.15800191821045,1.9,30,33.12
509,Ship,Fog,Medium,73.37774217278435,2.7,8,4.75
600,Rail,Rainy,High,78.5716102237359,1.1,18,19.39
442,Air,Clear,High,119.21906563093017,1.5,16,17.16
1837,Ship,Rainy,Low,93.4273474895736,2.3,6,14.62
894,Rail,Fog,Low,113.36727523510562,2.4,24,18.77
2307,Rail,Fog,Medium,112.43762333344216,4.6,28,28.37
1188,Truck,Fog,Low,95.57597787314369,4.0,32,14.02
695,Rail,Rainy,Low,105.33438542302719,4.9,25,10.92
2316,Ship,Fog,Medium,79.63760052063562,3.4,28,18.07
2504,Truck,Storm,High,104.41983524634541,2.0,21,51.61
1516,Truck,Fog,High,83.61922896316447,2.3,8,15.51
1427,Ship,Clear,Low,111.60310483770755,2.3,36,27.19
2985,Air,Storm,High,74.18620665544549,2.3,9,41.78
2655,Rail,Fog,High,108.65693364426387,3.7,40,47.16
2647,Truck,Storm,Low,74.99684532843098,3.1,21,43.66
191,Air,Fog,Medium,114.05946184471546,2.5,1,4.92
2709,Ship,Clear,Low,85.21022590675018,1.6,4,18.18
550,Rail,Fog,Low,102.71966824152874,1.1,10,13.18
889,Rail,Storm,Low,94.375113931014,1.9,26,28.75
2799,Truck,Clear,Medium,88.31515726311694,1.4,40,42.94
1732,Rail,Rainy,Medium,102.27209165917483,4.1,3,14.42
1615,Rail,Clear,Medium,117.3761490275619,1.4,44,34.17
2096,Rail,Clear,Medium,72.06348736873109,3.9,9,21.25
1580,Rail,Clear,Low,115.9426427941552,2.5,32,21.84
645,Ship,Storm,High,100.45408275105068,1.3,3,20.19
1954,Air,Clear,Low,110.3657150384526,4.3,4,17.66
330,Ship,Fog,Medium,89.19374767171388,3.3,6,7.13
473,Ship,Clear,High,93.59214874188069,1.9,9,13.25
2953,Truck,Clear,Low,113.44253759005821,4.6,26,19.39
319,Rail,Fog,High,90.74239849049115,1.2,2,8.79
203,Ship,Fog,Medium,96.73297833745426,1.8,2,-0.41
2711,Rail,Rainy,High,71.00974615421664,4.0,21,36.45
1800,Ship,Clear,High,77.92990029190211,3.8,22,31.08
711,Ship,Storm,Medium,102.08432539873999,2.2,3,11.83
2017,Truck,Clear,High,105.84884505319386,1.2,35,47.46
132,Air,Clear,Low,99.13004683922497,4.4,38,5.69
2996,Air,Fog,High,77.16550181378054,2.3,33,56.04
1499,Ship,Rainy,Low,92.27027142889175,1.8,15,26.64
1348,Truck,Clear,High,87.7547383181595,3.1,11,16.21
2381,Rail,Storm,High,94.78306720175442,4.6,10,33.04
1029,Rail,Clear,Medium,113.51645172770472,1.2,36,27.94
2270,Ship,Storm,Medium,108.79307193293259,4.1,14,25.56
2860,Air,Fog,Low,74.19947506945795,3.3,2,20.54
1709,Truck,Rainy,Medium,114.51545988872822,2.7,45,39.7
1448,Air,Clear,Medium,93.58835755749118,4.0,44,32.17
682,Rail,Rainy,Medium,107.19310724429992,4.9,37,25.42
1581,Air,Clear,Medium,77.0019615632176,1.9,29,27.36
836,Rail,Storm,Medium,103.5359762853524,1.6,35,29.61
447,Truck,Rainy,Low,81.8163008804729,4.7,20,5.33
1193,Truck,Clear,Low,91.91904485704657,3.7,21,14.28
983,Ship,Fog,Medium,70.84314350410521,2.8,34,20.55
1510,Ship,Storm,Medium,77.58053189652381,3.3,43,39.88
1902,Air,Rainy,Low,74.60402465618098,4.0,33,22.86
2773,Truck,Clear,High,81.98720864691292,4.1,19,38.44
2562,Truck,Rainy,Low,75.00090450121611,4.7,8,13.18
335,Ship,Clear,High,104.5955013309781,2.7,31,17.87
314,Rail,Storm,Medium,71.45199511046097,2.2,11,13.65
2417,Air,Fog,Medium,100.88702503124989,3.6,8,9.67
2770,Air,Storm,Low,77.03539154127871,2.7,25,48.64
2917,Ship,Rainy,Medium,117.25807285889485,3.4,20,22.1
2186,Truck,Rainy,High,116.65470365549271,2.7,38,46.81
1727,Ship,Clear,High,81.27515512604813,1.6,7,19.11
1276,Ship,Storm,Low,100.72106491115147,2.9,13,21.44
870,Ship,Clear,High,71.40026597362292,3.8,39,31.2
1812,Ship,Storm,Low,116.5894271525587,4.2,43,52.21
2431,Rail,Rainy,Low,96.14936540958549,3.0,10,23.89
2319,Rail,Clear,High,72.16115757088895,1.7,8,21.88
90,Truck,Clear,High,87.12499965040686,2.7,42,29.27
1781,Ship,Storm,High,73.84247309306171,4.1,43,47.95
117,Rail,Fog,High,89.64722196866799,2.7,20,14.12
1037,Truck,Storm,High,103.49631710806615,3.8,17,32.06
1849,Ship,Fog,High,93.49449540207198,3.0,11,14.86
2611,Air,Storm,High,89.18610873597272,2.0,16,48.14
1671,Rail,Rainy,Medium,75.95785227702324,4.2,37,24.76
1705,Truck,Clear,Low,82.24695228468282,1.3,42,41.56
1328,Air,Storm,Low,75.00716438691755,3.1,32,36.72
744,Ship,Rainy,High,110.37493658283304,1.8,26,16.7
2574,Ship,Storm,Low,76.76199139923612,1.3,37,57.95
1135,Ship,Clear,High,99.76866832744467,3.0,9,20.1
2978,Rail,Storm,Medium,87.13702067944229,3.0,35,43.54
2529,Truck,Fog,Low,81.29891923275918,3.8,3,19.47
1743,Air,Clear,Low,101.97342197460519,4.0,31,30.1
2365,Truck,Fog,Medium,92.85011546884704,3.9,42,30.78
1108,Rail,Rainy,Medium,90.00727336422796,2.6,7,16.27
828,Truck,Rainy,Medium,99.64260024461107,3.5,2,-5.28
543,Rail,Storm,Low,94.56338142450004,3.3,25,17.37
1635,Ship,Fog,Low,85.17421042757803,2.7,40,26.24
1542,Air,Fog,Medium,97.95306438826259,3.4,12,21.5
1840,Ship,Clear,Medium,103.47492882753473,4.8,30,21.34
710,Truck,Fog,Medium,71.33465792934271,1.8,30,12.69
1398,Ship,Fog,Medium,93.29358644538377,4.6,29,21.51
1377,Air,Clear,Medium,72.88416422917719,1.2,41,35.18
1349,Ship,Clear,High,79.32027070340555,2.2,11,25.93
2036,Air,Fog,Medium,98.02543670389866,2.2,23,26.1
2094,Air,Storm,High,113.30944576327903,3.5,17,41.71
1978,Ship,Clear,Low,114.14028395942424,1.5,13,20.03
1397,Rail,Clear,Low,73.49720050693156,4.5,33,29.84
1108,Truck,Fog,High,90.95525431433533,4.3,1,16.7
1026,Rail,Fog,Medium,99.15032415022756,3.6,40,28.47
531,Rail,Clear,Low,77.35349522751717,2.8,13,10.18
777,Ship,Fog,Medium,108.27161083723858,4.7,38,19.97
2577,Truck,Clear,Medium,107.21176292186195,4.3,3,12.45
1081,Truck,Storm,High,115.16705068533973,3.0,16,33.98
392,Rail,Storm,Low,70.42430060417215,3.8,42,27.89
1497,Ship,Clear,Low,80.83421219945014,3.3,7,18.19
2429,Truck,Clear,High,111.35933571226609,3.4,3,31.03
2535,Rail,Rainy,Medium,103.52900254134677,2.3,14,30.5
2271,Truck,Rainy,Medium,114.71949268492455,2.8,16,16.69
2656,Ship,Fog,Low,72.85898272651333,1.3,4,25.51
576,Ship,Fog,High,99.84819828582215,2.4,31,21.67
1946,Ship,Clear,High,98.45232874468371,3.8,13,27.62
708,Truck,Clear,Medium,71.78372081802662,4.8,27,8.9
2123,Air,Rainy,Medium,95.67610384562417,4.9,1,10.55
869,Truck,Rainy,High,100.47601556549621,3.2,25,25.09
2702,Air,Clear,Low,79.56465871010536,3.4,37,36.56
455,Ship,Storm,Medium,83.66647915623315,1.7,44,33.76
2329,Rail,Storm,High,102.01736731488685,3.8,11,31.59
2630,Air,Fog,High,93.41504737999792,1.3,9,32.04
1623,Ship,Clear,High,112.90068287841635,2.1,7,26.81
1861,Ship,Clear,Low,87.11908830045942,3.7,14,12.06
554,Air,Fog,Medium,83.33298291941006,2.2,30,22.37
228,Rail,Rainy,Medium,119.24329701724213,1.2,24,16.75
181,Ship,Rainy,Medium,115.55678850650418,4.3,3,-6.63
1896,Air,Storm,Low,71.44963724994899,2.2,39,59.05
1528,Rail,Clear,Medium,108.5364307653283,1.3,27,32.4
2445,Rail,Rainy,Medium,75.51673869126014,1.3,1,17.6
2637,Ship,Storm,Medium,71.37425974146855,2.0,38,55.1
821,Truck,Storm,Medium,83.68477579831745,1.7,26,28.14
1479,Truck,Storm,Low,83.46729395305522,4.1,6,15.71
2173,Ship,Rainy,High,110.96593811734823,2.3,42,40.78
628,Rail,Rainy,High,105.53336229714176,4.2,12,16.85
2951,Ship,Clear,Medium,119.0804713666007,1.7,38,42.12
1565,Air,Clear,Medium,105.57564501559092,3.0,46,32.14
243,Truck,Storm,Medium,90.9127776628024,3.8,35,17.72
2057,Air,Storm,Low,104.94638304726084,3.6,10,24.63
1235,Ship,Rainy,Medium,119.9729533593201,3.4,9,9.42
2444,Ship,Rainy,Low,105.5070941281264,4.7,23,28.48
1434,Rail,Clear,Medium,108.08406779901591,1.9,30,12.6
1842,Rail,Clear,Medium,116.91825075951297,3.0,22,23.5
1160,Rail,Fog,High,75.68256306558416,4.5,47,30.37
2311,Air,Clear,Medium,105.23921467238634,1.3,9,32.02
1986,Rail,Rainy,Low,112.54029789837244,1.2,19,41.67
2670,Ship,Storm,High,117.71893001104465,1.9,8,43.1
829,Rail,Fog,Low,80.54846448558497,3.5,4,-5.32
311,Truck,Clear,High,95.1964503862122,2.0,5,10.19
779,Rail,Clear,Low,104.02774238222409,1.8,19,12.66
332,Air,Rainy,High,82.37338647506687,2.8,46,38.58
1540,Truck,Fog,Low,100.02364316251371,3.5,18,25.73
411,Truck,Clear,Low,82.87893912489997,2.0,29,18.94
490,Truck,Storm,Medium,86.67285102658236,2.2,19,17.07
2190,Air,Rainy,High,92.07593482554326,3.5,6,29.29
1694,Ship,Fog,High,96.45950493732835,4.8,5,19.17
2850,Rail,Clear,Medium,92.46829358125753,3.7,43,43.81
916,Truck,Clear,Low,94.65977598939645,4.1,5,-4.33
1497,Truck,Fog,Low,84.92943781441463,2.5,8,19.28
191,Truck,Rainy,High,77.94825470113153,2.1,27,19.75
1364,Ship,Fog,Low,72.36749886634198,2.8,37,26.04
1505,Ship,Fog,High,79.79893612458338,4.2,43,33.15
2846,Air,Rainy,High,99.09718207528915,2.8,45,49.39
1925,Ship,Clear,Low,109.30577239015662,4.4,38,31.04
1897,Rail,Storm,Low,78.46237987214472,5.0,37,28.72
1762,Air,Rainy,Low,75.42776788863242,1.3,18,27.97
2750,Air,Storm,Medium,107.4645180274625,1.2,26,42.83
750,Rail,Clear,High,85.25791652686448,1.6,42,23.01
1047,Rail,Fog,Low,117.57497196136762,2.5,16,22.58
2146,Rail,Storm,Medium,105.71589853051864,1.5,22,35.17
1375,Air,Clear,Low,86.33780236215154,4.5,46,24.14
930,Air,Clear,High,84.47713738968525,1.1,23,32.27
1263,Air,Fog,Medium,96.18491931356544,2.3,47,40.8
1209,Rail,Fog,High,73.95723341391047,1.7,3,10.52
604,Rail,Clear,Low,75.88382563226494,4.7,3,-6.64
453,Truck,Clear,Low,78.79289406580962,3.7,12,-1.28
941,Ship,Storm,Low,108.73617966522801,4.6,23,26.38
2962,Truck,Clear,Medium,95.69286796345612,4.9,47,51.52
651,Rail,Clear,Medium,70.52835613872215,3.0,11,0.61
1880,Air,Storm,Medium,103.67582637360545,1.9,42,53.07
390,Rail,Rainy,Medium,91.18450893302486,1.8,47,20.25
2018,Ship,Storm,Low,95.5426182481899,1.9,46,51.06
753,Truck,Storm,Low,80.70581217064678,3.8,29,18.07
367,Truck,Fog,Low,97.58911141970518,1.2,6,3.66
2715,Air,Storm,Medium,118.95766198757443,1.2,46,57.19
1436,Truck,Clear,Medium,73.67223455028807,3.4,16,13.98
2479,Truck,Clear,Low,84.19586998322153,3.6,34,36.51
2330,Rail,Clear,Low,82.14987964304149,3.7,37,29.36
1850,Truck,Rainy,Medium,82.42746553755899,2.5,11,14.58
1417,Truck,Clear,High,88.93531787826886,4.2,11,21.46
1622,Truck,Rainy,Low,110.90548923720837,3.1,25,29.23
866,Air,Clear,Low,115.64293449821938,1.4,19,15.25
602,Air,Storm,Low,80.11075437294866,4.2,32,26.14
905,Rail,Fog,Medium,97.14749689740563,4.8,8,7.24
1862,Truck,Clear,Low,101.84494860827402,1.2,12,26.37
2916,Air,Rainy,Low,96.09137371819224,2.6,41,39.69
232,Air,Rainy,Low,91.70381970984597,3.0,35,9.93
1624,Rail,Fog,Low,79.59877529296189,1.6,6,12.59
446,Ship,Clear,Low,94.41096795996192,4.5,21,15.6
1777,Truck,Storm,High,90.06074138556644,2.1,26,47.11
2876,Air,Clear,High,109.77816812511348,4.1,1,31.38
1567,Rail,Clear,Low,108.18021795814977,3.7,17,18.6
956,Rail,Fog,Low,76.69993406028354,3.4,35,13.66
1406,Rail,Clear,Low,74.42595262815338,1.8,27,33.65
2224,Air,Storm,Low,115.40769716137515,1.9,2,31.84
50,Truck,Rainy,Medium,96.77541944822488,1.2,36,19.72
68,Ship,Fog,Medium,112.89004686412953,2.0,1,-11.65
633,Truck,Storm,Medium,72.90755602832006,2.4,10,20.43
505,Rail,Rainy,High,96.32578082608151,4.3,31,18.17
2086,Rail,Fog,Low,96.97132572881182,2.5,37,27.75
1182,Ship,Fog,Medium,113.0351016271075,4.0,5,1.55
2542,Truck,Rainy,Low,74.88049991148537,2.8,41,34.0
2002,Rail,Rainy,Low,82.02227818379546,4.1,46,28.41
2699,Rail,Storm,High,90.32691569435066,4.9,13,41.99
2200,Truck,Clear,High,113.2920737709971,2.0,45,46.57
1037,Rail,Clear,Medium,116.94416575352835,4.4,24,15.24
569,Truck,Clear,Medium,119.63623097968139,3.5,27,20.57
908,Rail,Clear,High,117.95967432292608,4.3,1,8.33
223,Truck,Clear,High,70.29708779221772,3.6,20,1.81
1416,Ship,Storm,Low,72.3854170726936,2.7,8,21.55
2528,Rail,Fog,Low,77.38034095787944,1.9,3,28.95
776,Ship,Storm,Medium,87.44310483851365,1.3,32,30.73
1760,Rail,Storm,Medium,111.49590154934793,3.1,44,51.05
1925,Rail,Storm,High,114.63280976677402,5.0,25,42.01
2947,Air,Fog,Medium,79.34172031472914,4.0,25,24.78
1731,Truck,Storm,Low,100.98320758098544,2.3,14,30.26
1397,Ship,Storm,High,115.86809925326384,4.3,43,46.36
1039,Ship,Fog,Low,93.18658679656605,4.1,27,21.09
2736,Ship,Storm,High,75.1771785976392,2.1,32,66.26
469,Truck,Clear,High,92.89068250423125,1.1,27,28.53
643,Air,Rainy,Low,88.78974511440286,1.5,4,7.63
2582,Ship,Storm,Medium,98.88289980330035,4.5,39,49.7
1824,Truck,Rainy,Medium,91.93293422035518,4.3,11,14.3
2509,Rail,Storm,Medium,70.8672963426859,2.2,3,24.88
985,Ship,Storm,Medium,119.69988667068355,2.1,25,28.36
1157,Ship,Clear,Low,97.17701188652855,4.2,24,17.0
1186,Air,Fog,High,93.68153777423048,4.8,9,8.74
381,Ship,Rainy,Low,117.73086857520269,4.1,8,6.24
2752,Ship,Fog,Medium,77.79301837935385,3.4,39,45.25
2138,Rail,Clear,Medium,79.46188012726242,2.0,31,26.02
1843,Truck,Clear,Low,110.40073745313917,3.1,17,27.56
1008,Truck,Rainy,High,83.04155400125043,1.9,43,34.24
154,Air,Fog,Low,109.96135531457634,4.2,31,4.75
251,Rail,Clear,Low,83.57667414542513,2.5,4,4.91
2547,Truck,Storm,Low,71.65938151125007,4.3,4,28.61
1892,Rail,Storm,High,95.8507361943358,2.5,37,59.92
1916,Truck,Storm,Low,79.83432170634308,4.3,8,20.3
2046,Rail,Fog,Low,107.89231464662356,2.3,42,28.2
1339,Air,Storm,Medium,102.05998166160741,2.8,6,19.39
959,Ship,Storm,Low,116.18013339889589,3.5,9,21.04
259,Air,Clear,Medium,109.1494178632868,1.3,42,16.35
612,Truck,Clear,Medium,79.03879774203634,4.8,8,-6.13
2810,Air,Storm,Medium,110.00791183323982,3.3,32,48.64
1613,Ship,Storm,High,102.08685224070116,3.0,15,28.31
820,Air,Clear,Medium,103.44758208803125,4.4,18,9.93
2551,Truck,Rainy,Low,111.61314429850744,4.5,23,26.31
2764,Truck,Fog,Low,98.69120345944701,3.1,5,26.41
678,Air,Fog,Medium,93.30017571765065,4.7,27,3.96
1678,Ship,Clear,Medium,101.8320517679364,1.3,33,37.17
1751,Air,Fog,Low,84.89787144791795,1.5,2,14.59
436,Ship,Clear,Medium,79.12985655435497,3.4,42,22.38
1985,Rail,Clear,High,100.82939190356232,2.4,38,46.85
2393,Ship,Clear,Medium,81.69241845427388,2.9,28,26.34
2355,Rail,Clear,High,73.99575546733034,2.3,24,43.36
1154,Air,Rainy,High,70.0277092292627,2.6,21,17.71
317,Ship,Storm,High,100.41597007000335,4.3,31,21.22
2516,Rail,Storm,Medium,88.10743917401184,3.4,11,43.68
2332,Rail,Rainy,High,107.61554853367281,5.0,28,40.88
1906,Rail,Fog,High,88.75881991565512,4.1,40,49.23
2048,Truck,Fog,Medium,94.30017241191133,2.1,4,16.43
1430,Air,Storm,High,90.35424864076924,2.1,43,50.11
1286,Rail,Fog,Medium,102.5287395554673,2.3,42,31.9
623,Ship,Storm,Low,87.8069581007484,4.4,16,15.37
98,Rail,Storm,High,118.18838249711544,1.1,12,19.05
1200,Truck,Rainy,Medium,116.80734932992651,1.9,22,14.72
272,Air,Fog,Low,112.40139513286407,4.6,35,12.09
1481,Truck,Rainy,High,116.01501352863741,3.6,43,31.78
1578,Truck,Storm,High,92.45698442296955,1.9,16,32.51
1869,Truck,Storm,Medium,96.8215198394746,1.9,24,38.86
2374,Ship,Storm,Low,107.10462962791223,4.5,35,41.76
1511,Air,Clear,Medium,104.80729624692705,4.6,28,24.6
1180,Air,Clear,High,114.53392978027354,2.0,42,34.68
1731,Ship,Clear,High,105.81655136283476,2.7,29,31.5
2517,Air,Rainy,High,119.89423541142303,4.3,21,37.19
2708,Truck,Storm,High,87.42528999157955,4.1,25,45.32
424,Air,Fog,Low,111.6498871119709,4.3,39,11.85
2170,Ship,Rainy,Low,104.88174114163321,3.1,31,27.91
2071,Truck,Rainy,Medium,104.56932226075094,4.6,15,17.96
1103,Ship,Rainy,Medium,86.29177974224994,2.3,47,38.79
1939,Rail,Fog,Medium,109.28008962115112,1.6,42,30.31
1873,Truck,Storm,High,115.01880111737995,3.8,35,53.11
1524,Truck,Clear,Medium,80.92742307602815,3.2,38,31.53
2292,Air,Storm,Low,101.2748418558352,4.4,22,42.95
1229,Truck,Storm,Medium,89.60674145513876,1.3,5,37.87
2944,Ship,Rainy,Medium,119.47740596474385,4.4,13,34.3
1114,Air,Rainy,Low,93.94164079158408,2.2,32,27.37
2120,Rail,Rainy,Low,81.41600868984713,3.6,3,8.94
409,Ship,Clear,High,89.09288126109163,1.2,15,11.26
2657,Rail,Clear,Low,102.69191949083131,3.4,27,35.07
2769,Rail,Clear,Low,73.8044685674788,3.9,27,24.9
2091,Rail,Storm,Medium,100.18009601106188,2.5,30,43.99
1191,Truck,Rainy,Low,116.5612379589449,1.9,6,0.44
1685,Ship,Fog,High,112.51813938289251,3.2,25,36.71
1453,Ship,Storm,Medium,73.38367683289917,4.3,28,28.32
1993,Truck,Clear,High,119.66949393695342,2.3,22,34.96
728,Air,Fog,Low,104.93634618519395,2.0,4,1.54
2537,Rail,Fog,High,78.11404121570118,2.1,15,27.18
56,Ship,Rainy,High,70.62080445847117,4.8,26,18.13
2518,Truck,Fog,Low,78.56413181460756,2.4,18,36.06
1641,Rail,Clear,Low,111.90879603428692,1.0,9,17.15
882,Air,Rainy,Medium,71.0819662472582,4.1,4,5.93
2656,Air,Fog,Medium,81.65736518090432,3.8,5,19.51
1860,Rail,Rainy,Medium,107.86527976674377,1.5,45,39.54
963,Air,Fog,Low,99.30552679490675,4.9,6,6.63
2061,Ship,Storm,High,109.13678551800959,3.4,12,40.59
1492,Ship,Storm,High,107.3075251913394,3.0,31,49.12
1500,Ship,Clear,Medium,72.53006935609024,2.5,47,36.09
1552,Air,Storm,Medium,114.62557095470757,4.6,9,20.96
175,Ship,Storm,Low,81.35159171411344,2.0,7,7.44
2492,Truck,Storm,High,97.66962201148819,2.1,29,50.83
866,Ship,Fog,Medium,102.21440782638894,1.5,14,16.71
2978,Ship,Fog,Low,78.43141054425477,4.0,20,24.27
1879,Air,Rainy,Medium,118.81156283504872,3.4,32,33.52
625,Ship,Fog,Low,94.40779780436546,3.4,22,9.04
2422,Rail,Storm,High,72.88213477986967,1.9,36,52.33
1465,Truck,Fog,Low,116.86310223889203,3.6,44,23.96
979,Air,Clear,Medium,99.31339215966341,4.1,18,13.96
1513,Truck,Rainy,Medium,104.95965989906881,2.4,40,30.26
882,Rail,Rainy,High,96.2587894967112,4.2,25,28.86
1104,Air,Fog,High,111.73689773884837,2.4,31,23.42
1698,Air,Storm,Medium,71.65667310966055,4.0,35,33.59
1950,Ship,Rainy,Medium,83.41891826385739,1.1,26,29.84
1507,Truck,Clear,Medium,93.48241782013461,3.2,4,6.91
2934,Rail,Clear,High,73.83018081568551,4.9,42,48.57
1449,Rail,Rainy,Medium,105.29533346633292,4.9,20,16.29
492,Air,Storm,High,89.68317070278204,2.1,34,38.14
2172,Ship,Storm,Medium,83.6333995134072,2.8,12,39.65
606,Air,Fog,Low,70.16894234042061,1.3,16,4.94
1228,Air,Fog,Low,105.99151558749769,4.5,42,25.97
2087,Air,Rainy,Medium,111.69046544364309,3.3,5,13.54
412,Air,Fog,Low,89.75202678407493,2.5,44,23.27
2545,Rail,Fog,High,98.21089885166828,1.5,35,50.11
1307,Rail,Fog,Low,81.38433129647993,4.8,44,20.54
1891,Air,Clear,Low,101.10988231400665,3.1,27,21.7
2359,Air,Fog,High,70.60687291576002,2.1,1,30.45
1900,Ship,Rainy,Low,94.43219485493792,2.4,34,31.32
2222,Air,Storm,Low,102.21027409203461,2.1,43,48.42
960,Rail,Fog,Medium,115.90958866148671,3.4,32,22.09
294,Truck,Storm,High,89.06679085611421,4.7,44,37.2
591,Rail,Fog,High,108.2595101490515,4.4,39,21.96
2582,Ship,Rainy,Medium,99.88435149717503,2.8,33,32.46
2219,Rail,Clear,Medium,116.35060564625402,4.3,31,22.78
2222,Truck,Rainy,Low,89.91888378297153,2.7,13,23.49
1622,Air,Clear,Low,85.9547669936494,2.0,45,27.6
2267,Truck,Fog,Low,114.35709993470718,4.9,2,14.37
173,Air,Fog,Medium,72.46222007041446,2.2,30,18.41
2743,Air,Clear,High,76.81926964668384,2.3,10,34.06
1781,Rail,Rainy,Low,74.12022172920223,5.0,23,16.63
835,Rail,Rainy,Medium,112.15549782882013,1.5,33,31.84
2093,Rail,Clear,High,70.53037116851597,4.0,39,47.98
2298,Ship,Fog,Medium,113.08285777485241,4.7,45,32.26
2466,Rail,Clear,Low,92.56338976856334,3.0,29,33.86
846,Ship,Fog,Medium,70.20126394269853,1.0,30,23.1
126,Rail,Clear,Medium,90.0822588606021,2.5,34,14.28
108,Air,Fog,Medium,79.34004205225177,1.4,39,26.85
2528,Ship,Clear,Medium,101.22002437360815,2.7,17,28.82
2735,Truck,Storm,High,103.96793949608232,4.2,22,49.14
1573,Ship,Fog,Low,94.37637852025,2.8,5,16.07
1986,Ship,Rainy,High,72.0259762719835,2.7,11,33.91
2206,Truck,Clear,Medium,102.8064402183601,3.2,22,31.34
1351,Ship,Rainy,Medium,112.10193918027606,3.3,32,25.6
117,Air,Clear,Low,106.01621386632007,4.4,24,-3.42
2402,Rail,Rainy,Low,111.49789594776593,2.2,11,22.68
1982,Truck,Rainy,High,80.02547617754438,4.3,11,28.82
2771,Rail,Clear,High,114.44439698282413,3.3,17,38.86
414,Air,Clear,Low,86.10967253239814,2.2,32,19.87
870,Truck,Rainy,High,70.67024071259955,2.2,19,31.24
